Source,FIPS,State,city/county,city/county_status,project_id,number,start_date,stop_date,department,lou_category,amount,project_name,category,subcategory,description,suggested_cat,suggested_subcat,Notes,start_date,stop_date
,39061,OH,Cincinatti,city,ARP064,,,,,Public Safety,430000,Network Upgrades/Security,6,1,Funds are earmarked for network upgrades and upgrades to cybersecurity necessary to mitigate the increase in fraudulent activities that we are now faced with.,,,,,
,39061,OH,Cincinatti,city,ARP070,,,,,Public Safety,20000,Kings & Queens,1,11,"The Kings & Queens ""Save Our Youth"" (SOY) prevention and intervention program has a mission and vision to reduce gun violence in the City's most vulnerable communities, especially among the youth population. Cincinnati saw an increase in violence in 2020, and as such, there is a heightened need for crime awareness and prevention during the COVID-19 pandemic. 2020 was reported to be the deadliest year on record in the City, according to CPD. Youth participate in a 3-month program, with meetings held two times per month, where coordinated speakers will teach youth about black history and cultural competencies. The program engages up to 10-12 youth per session over a 12-week period. SOY will engage a data consultant to track positive outcomes for program participants. This program will end October 31st, 2021.",,,,,
,39061,OH,Cincinatti,city,ARP071,,,,,Healthy Neighborhoods,30000,SCLC Rites of Passage Summer Camp,2,11,"The Day Camp will serve 30 local youth during a 9-week program starting on June 8, 2021. Most youth attending the Day Camp live in the Evanston neighborhood, and within walking distance of the Day Camp program, 100% of the children attending the Day Camp come from low-income households and the majority are African American. Update: 28 children enrolled. Of these 28 children 65% are economically disadvantaged. Performance Report Of the 28 children enrolled, 4 were pre-school aged 3-5 years",,,,,
,39061,OH,Cincinatti,city,ARP072,,,,,Public Safety,40000,UCanSpeak4Me,1,11,"UCanSpeakforMeBookmarker Inc.: Supports grieving families with advocacy and emotional support by creating and distributing unsolved homicide flyers in each district to assist the community in coming forward to provide information to support law enforcement. Families are also given individual reward cards to help them bring awareness to their loved one’s care. This project is designed to provide operational assistance through September 20th, 2022.",,,,,
,39061,OH,Cincinatti,city,ARP073,,,,,Healthy Neighborhoods,50000,Wesley Chapel,2,11,The WCMC's structured educational programs located in Over the Rhine are the largest afterschool programs within the neighborhood. The Center provides services and resources to the youth and families and stayed fully operational during COVID-19. Funding will support continued operation of these programs during limited-capacity/high-demand period in response to the pandemic.,,,,,
,39061,OH,Cincinatti,city,ARP074,,,,,Workforce Development,300000,flywheel Business Equity Initiative,2,32,"The start-up and venture capital industry has been impacted with little access to capital, employees being displaced, and other major disruptions brought about by the COVID-19 pandemic creating additional burdens and challenges for start-up companies and entrepreneurs. Flywheel will provide business planning and counseling services to local start-up companies and entrepreneurs with their Venture Programs and Access to Capital Programs. This program is designed to be completed by December 31st, 2024. • Flywheel Social Enterprise Hub - Cincinnati (flywheelcincinnati.org) Performance Report • Elevate Equity Accelerator Program: 3 participants • Main Street Ventures summer camp mentoring: 40 students exploring entrepreneurship • Assistance to non-profits: 1",,,,,
,39061,OH,Cincinatti,city,ARP075,,,,,Public Safety,1000000,UC Medical Center EMS Canopy,1,4,"The City desires the areas only Level 1 Trauma Center to be better prepared for future pandemic and mass casualty occurrences. In response UC has prioritized City of Cincinnati 2022 Recovery Plan Performance Report 21 additional functionality to include the expansion of its EMS Canopy to include decontamination capabilities, installation of negative airflow rooms to contact airborne pathogens, and the build out of a critical care pavilion for mass casualties. Insert when canopy will be ready for use. Performance Report The new ER canopy is anticipated to be opened by July 11, 2023",,,,,
,39061,OH,Cincinatti,city,ARP076,,,,,Healthy Neighborhoods,50000,Food Insecurities-Last Mile,2,1,Last Mile uses the Feeding America calculation for the cost of a meal as 1.2 pounds of food. Since the inception of the LFRF Last Mile has rescued approximately 1.7 million pounds of food providing over 1 million meals to Cincinnati’s food needy.,,,,,
,39061,OH,Cincinatti,city,ARP077,,,,,Healthy Neighborhoods,150000,Food Insecurities-La Soupe,2,1,"La Soupe rescued 1.134 million pounds of food from 76 locations across the city to share 820,000 servings (1 serving = four-ounce portion of prepared food) and 650,000 pounds of directly donated food.",,,,,
,39061,OH,Cincinatti,city,ARP078,,,,,Healthy Neighborhoods,200000,Food Insecurities-Produce Perks,2,1,"Produce Perks supports low-income residents receiving SNAP/EBT and P-EBT benefits with matching dollars that can be used to purchase fruits and vegetables. Increasing levels of unemployment because of COVID-19 have led to a growing demand for food security programming. ARPA funds will assist Produce Perks to expand their program to meet the increase in demand. Produce Perks prescription programming in partnership with Cincinnati Public Schools has been delayed until the start of the new school year. This contract has been extended to assist those with food insecurity through June 30th, 2023. City of Cincinnati 2022 Recovery Plan Performance Report 22 • Produce Perks Midwest – Spend a little, Save a lot Performance Report Produce Perks has assisted over 2480 families with fresh fruit and vegetable purchases during the first year of ARPA reporting. The numbers are broken down by quarterly reporting period in the chart below.",,,,,
,39061,OH,Cincinatti,city,ARP079,,,,,Workforce Development,100000,CYC Youth Work,2,37,"The Cincinnati Youth Collaborative (CYC) offers in-school courses that equip students with career exploration, personal development, and foundational employability skills necessary for gaining, and retaining employment. Currently the program includes Jobs for Cincinnati Graduates High School to Career Program & Jobs for Cincinnati Graduates Middle School Program. Funding from the ARPA will enable CYC to broaden the curriculum to include areas such as Diversity, Equity, and Inclusion, as well as Financial Literacy and Social Justice.",,,,,
,39061,OH,Cincinatti,city,ARP080,,,,,Healthy Neighborhoods,250000,Price Hill & Avondale Boys & Girls Club,2,24,"Evidence-based educational services and practices to address the academic needs of students, including tutoring, summer, afterschool, and other extended learning and enrichment programs. ARPA funds will allow Boys and Girls Club of Greater Cincinnati to hire additional tutors for the summer 2021 through September 2022. • https://bgcgc.org/ Performance Report Number of students participating in evidence-based tutoring programs2 : 545",,,,,
,39061,OH,Cincinatti,city,ARP203,,,,,Public Health,1100000,Fire Fleet,6,1,Use of grant funds to purchase a new ambulance and two pumper trucks for the City’s Fire/EMS fleet.,,,,,
