State,County,Allocation,*
Pennsylvania,Monroe County,"$33,073,146.00 ",
Pennsylvania,Montgomery County,"$161,395,498.00 ",
Pennsylvania,Montour County,"$3,540,964.00 ",
Pennsylvania,Northampton County,"$61,187,165.00 ",
Pennsylvania,Northumberland County,"$17,645,188.00 ",
Pennsylvania,Perry County,"$8,987,794.00 ",
Pennsylvania,Philadelphia County,"$307,685,862.00 ",
Pennsylvania,Pike County,"$10,840,244.00 ",
Pennsylvania,Potter County,"$3,209,982.00 ",
Pennsylvania,Schuylkill County,"$27,457,329.00 ",
Pennsylvania,Snyder County,"$7,841,788.00 ",
Pennsylvania,Somerset County,"$14,266,219.00 ",
Pennsylvania,Sullivan County,"$1,178,249.00 ",
Pennsylvania,Susquehanna County,"$7,833,241.00 ",
Pennsylvania,Tioga County,"$7,884,326.00 ",
Pennsylvania,Union County,"$8,725,766.00 ",
Pennsylvania,Venango County,"$9,841,665.00 ",
Pennsylvania,Warren County,"$7,612,392.00 ",
Pennsylvania,Washington County,"$98,857,371.00 ",
Pennsylvania,Wayne County,"$9,976,272.00 ",
Pennsylvania,Westmoreland County,"$105,319,216.00 ",
Pennsylvania,Wyoming County,"$5,204,420.00 ",
Pennsylvania,York County,"$87,224,252.00 ",
Puerto Rico,Adjuntas Municipio,"$3,372,559.00 ",
Puerto Rico,Aguada Municipio,"$7,127,379.00 ",
Puerto Rico,Aguadilla Municipio,"$9,763,387.00 ",
Puerto Rico,Aguas Buenas Municipio,"$4,819,829.00 ",
Puerto Rico,Aibonito Municipio,"$4,294,220.00 ",
Puerto Rico,Arecibo Municipio,"$15,920,935.00 ",
Puerto Rico,Arroyo Municipio,"$3,348,279.00 ",
Puerto Rico,Añasco Municipio,"$5,081,468.00 ",
Puerto Rico,Barceloneta Municipio,"$4,608,692.00 ",
Puerto Rico,Barranquitas Municipio,"$5,385,256.00 ",
Puerto Rico,Bayamón Municipio,"$32,878,519.00 ",
Puerto Rico,Cabo Rojo Municipio,"$9,229,232.00 ",
Puerto Rico,Caguas Municipio,"$24,203,255.00 ",
Puerto Rico,Camuy Municipio,"$5,925,044.00 ",
Puerto Rico,Canóvanas Municipio,"$8,677,401.00 ",
Puerto Rico,Carolina Municipio,"$28,549,919.00 ",
Puerto Rico,Cataño Municipio,"$4,490,983.00 ",
Puerto Rico,Cayey Municipio,"$8,237,451.00 ",
Puerto Rico,Ceiba Municipio,"$2,117,974.00 ",
Puerto Rico,Ciales Municipio,"$3,070,519.00 ",
Puerto Rico,Cidra Municipio,"$7,440,686.00 ",
Puerto Rico,Coamo Municipio,"$7,446,319.00 ",
Puerto Rico,Comerío Municipio,"$3,622,155.00 ",
Puerto Rico,Corozal Municipio,"$6,272,537.00 ",
Puerto Rico,Culebra Municipio,"$332,924.00 ",
Puerto Rico,Dorado Municipio,"$7,019,966.00 ",
Puerto Rico,Fajardo Municipio,"$5,721,094.00 ",
Puerto Rico,Florida Municipio,"$2,198,195.00 ",
Puerto Rico,Guayama Municipio,"$7,665,614.00 ",
Puerto Rico,Guayanilla Municipio,"$3,423,061.00 ",
Puerto Rico,Guaynabo Municipio,"$16,263,182.00 ",
Puerto Rico,Gurabo Municipio,"$9,147,263.00 ",
Puerto Rico,Guánica Municipio,"$2,987,967.00 ",
Puerto Rico,Hatillo Municipio,"$7,617,637.00 ",
Puerto Rico,Hormigueros Municipio,"$3,014,190.00 ",
Puerto Rico,Humacao Municipio,"$9,838,751.00 ",
Puerto Rico,Isabela Municipio,"$7,851,694.00 ",
Puerto Rico,Jayuya Municipio,"$2,698,164.00 ",
Puerto Rico,Juana Díaz Municipio,"$8,678,372.00 ",
Puerto Rico,Juncos Municipio,"$7,411,161.00 ",
Puerto Rico,Lajas Municipio,"$4,275,184.00 ",
Puerto Rico,Lares Municipio,"$4,715,328.00 ",
Puerto Rico,Las Marías Municipio,"$1,539,727.00 ",
Puerto Rico,Las Piedras Municipio,"$7,188,176.00 ",
Puerto Rico,Loíza Municipio,"$4,769,132.00 ",
Puerto Rico,Luquillo Municipio,"$3,431,219.00 ",
Puerto Rico,Manatí Municipio,"$7,242,563.00 ",
Puerto Rico,Maricao Municipio,"$1,054,714.00 ",
Puerto Rico,Maunabo Municipio,"$2,004,733.00 ",
Puerto Rico,Mayagüez Municipio,"$13,893,864.00 ",
Puerto Rico,Moca Municipio,"$6,777,168.00 ",
Puerto Rico,Morovis Municipio,"$5,892,218.00 ",
Puerto Rico,Naguabo Municipio,"$5,003,772.00 ",
Puerto Rico,Naranjito Municipio,"$5,312,223.00 ",
Puerto Rico,Orocovis Municipio,"$3,927,498.00 ",
Puerto Rico,Patillas Municipio,"$3,148,797.00 ",
Puerto Rico,Peñuelas Municipio,"$3,738,893.00 ",
Puerto Rico,Ponce Municipio,"$25,616,338.00 ",
Puerto Rico,Quebradillas Municipio,"$4,451,553.00 ",
Puerto Rico,Rincón Municipio,"$2,652,518.00 ",
Puerto Rico,Río Grande Municipio,"$9,328,293.00 ",
Puerto Rico,Sabana Grande Municipio,"$4,217,301.00 ",
Puerto Rico,Salinas Municipio,"$5,269,296.00 ",
Puerto Rico,San Germán Municipio,"$5,871,240.00 ",
Puerto Rico,San Juan Municipio,"$61,853,431.00 ",
Puerto Rico,San Lorenzo Municipio,"$6,990,441.00 ",
Puerto Rico,San Sebastián Municipio,"$6,900,898.00 ",
Puerto Rico,Santa Isabel Municipio,"$4,119,600.00 ",
Puerto Rico,Toa Alta Municipio,"$13,990,012.00 ",
Puerto Rico,Toa Baja Municipio,"$14,426,271.00 ",
Puerto Rico,Trujillo Alto Municipio,"$12,367,928.00 ",
Puerto Rico,Utuado Municipio,"$5,321,158.00 ",
Puerto Rico,Vega Alta Municipio,"$7,004,427.00 ",
Puerto Rico,Vega Baja Municipio,"$9,716,381.00 ",
Puerto Rico,Vieques Municipio,"$1,628,882.00 ",
Puerto Rico,Villalba Municipio,"$4,151,260.00 ",
Puerto Rico,Yabucoa Municipio,"$6,270,400.00 ",
Puerto Rico,Yauco Municipio,"$6,521,550.00 ",
Rhode Island,Bristol County,"$9,416,477.00 ",*
Rhode Island,Kent County,"$31,911,795.00 ",*
Rhode Island,Newport County,"$15,943,466.00 ",*
Rhode Island,Providence County,"$124,104,857.00 ",*
Rhode Island,Washington County,"$24,391,860.00 ",*
South Carolina,Abbeville County,"$4,764,082.00 ",
South Carolina,Aiken County,"$33,189,883.00 ",
South Carolina,Allendale County,"$1,687,542.00 ",
South Carolina,Anderson County,"$39,344,517.00 ",
South Carolina,Bamberg County,"$2,732,156.00 ",
South Carolina,Barnwell County,"$4,052,976.00 ",
South Carolina,Beaufort County,"$37,317,446.00 ",
South Carolina,Berkeley County,"$44,268,263.00 ",
South Carolina,Calhoun County,"$2,826,750.00 ",
South Carolina,Charleston County,"$79,910,793.00 ",
South Carolina,Cherokee County,"$11,129,853.00 ",
South Carolina,Chester County,"$6,263,019.00 ",
South Carolina,Chesterfield County,"$8,866,977.00 ",
South Carolina,Clarendon County,"$6,554,571.00 ",
South Carolina,Colleton County,"$7,318,316.00 ",
South Carolina,Darlington County,"$12,939,766.00 ",
South Carolina,Dillon County,"$5,920,188.00 ",
South Carolina,Dorchester County,"$31,623,740.00 ",
South Carolina,Edgefield County,"$5,294,935.00 ",
South Carolina,Fairfield County,"$4,340,643.00 ",
South Carolina,Florence County,"$26,861,794.00 ",
South Carolina,Georgetown County,"$12,174,855.00 ",
South Carolina,Greenville County,"$101,691,896.00 ",
South Carolina,Greenwood County,"$13,754,207.00 ",
South Carolina,Hampton County,"$3,733,648.00 ",
South Carolina,Horry County,"$68,776,083.00 ",
South Carolina,Jasper County,"$5,841,328.00 ",
South Carolina,Kershaw County,"$12,926,752.00 ",
South Carolina,Lancaster County,"$19,037,682.00 ",
South Carolina,Laurens County,"$13,109,724.00 ",
South Carolina,Lee County,"$3,268,642.00 ",
South Carolina,Lexington County,"$58,028,685.00 ",
South Carolina,Marion County,"$5,954,763.00 ",
South Carolina,Marlboro County,"$5,073,115.00 ",
South Carolina,McCormick County,"$1,838,077.00 ",
South Carolina,Newberry County,"$7,466,519.00 ",
South Carolina,Oconee County,"$15,450,878.00 ",
South Carolina,Orangeburg County,"$16,738,484.00 ",
South Carolina,Pickens County,"$24,645,730.00 ",
South Carolina,Richland County,"$80,756,312.00 ",
South Carolina,Saluda County,"$3,976,640.00 ",
South Carolina,Spartanburg County,"$62,114,487.00 ",
South Carolina,Sumter County,"$20,729,303.00 ",
South Carolina,Union County,"$5,305,813.00 ",
South Carolina,Williamsburg County,"$5,898,628.00 ",
South Carolina,York County,"$54,576,877.00 ",
South Dakota,Aurora County,"$534,349.00 ",
South Dakota,Beadle County,"$3,584,279.00 ",
South Dakota,Bennett County,"$653,612.00 ",
South Dakota,Bon Homme County,"$1,340,438.00 ",
South Dakota,Brookings County,"$6,813,296.00 ",
South Dakota,Brown County,"$7,544,020.00 ",
South Dakota,Brule County,"$1,028,880.00 ",
South Dakota,Buffalo County,"$381,095.00 ",
South Dakota,Butte County,"$2,025,711.00 ",
South Dakota,Campbell County,"$267,272.00 ",
South Dakota,Charles Mix County,"$1,804,862.00 ",
South Dakota,Clark County,"$725,674.00 ",
South Dakota,Clay County,"$2,732,933.00 ",
South Dakota,Codington County,"$5,440,420.00 ",
South Dakota,Corson County,"$793,658.00 ",
South Dakota,Custer County,"$1,742,706.00 ",
South Dakota,Davison County,"$3,841,062.00 ",
South Dakota,Day County,"$1,053,548.00 ",
South Dakota,Deuel County,"$845,131.00 ",
South Dakota,Dewey County,"$1,144,452.00 ",
South Dakota,Douglas County,"$567,370.00 ",
South Dakota,Edmunds County,"$743,738.00 ",
South Dakota,Fall River County,"$1,303,922.00 ",
South Dakota,Faulk County,"$446,554.00 ",
South Dakota,Grant County,"$1,369,768.00 ",
South Dakota,Gregory County,"$812,887.00 ",
South Dakota,Haakon County,"$368,858.00 ",
South Dakota,Hamlin County,"$1,197,285.00 ",
South Dakota,Hand County,"$619,814.00 ",
South Dakota,Hanson County,"$670,705.00 ",
South Dakota,Harding County,"$252,121.00 ",
South Dakota,Hughes County,"$3,404,220.00 ",
South Dakota,Hutchinson County,"$1,416,191.00 ",
South Dakota,Hyde County,"$252,704.00 ",
South Dakota,Jackson County,"$649,533.00 ",
South Dakota,Jerauld County,"$391,002.00 ",
South Dakota,Jones County,"$175,397.00 ",
South Dakota,Kingsbury County,"$959,343.00 ",
South Dakota,Lake County,"$2,485,667.00 ",
South Dakota,Lawrence County,"$5,019,894.00 ",
South Dakota,Lincoln County,"$11,873,397.00 ",
South Dakota,Lyman County,"$734,415.00 ",
South Dakota,Marshall County,"$958,566.00 ",
South Dakota,McCook County,"$1,085,015.00 ",
South Dakota,McPherson County,"$462,093.00 ",
South Dakota,Meade County,"$5,503,159.00 ",
South Dakota,Mellette County,"$400,325.00 ",
South Dakota,Miner County,"$430,432.00 ",
South Dakota,Minnehaha County,"$37,514,015.00 ",
South Dakota,Moody County,"$1,277,311.00 ",
South Dakota,Oglala Lakota County,"$2,753,716.00 ",
South Dakota,Pennington County,"$22,099,460.00 ",
South Dakota,Perkins County,"$556,493.00 ",
South Dakota,Potter County,"$418,195.00 ",
South Dakota,Roberts County,"$2,018,913.00 ",
South Dakota,Sanborn County,"$455,295.00 ",
South Dakota,Spink County,"$1,238,463.00 ",
South Dakota,Stanley County,"$601,750.00 ",
South Dakota,Sully County,"$270,185.00 ",
South Dakota,Todd County,"$1,976,763.00 ",
South Dakota,Tripp County,"$1,056,850.00 ",
South Dakota,Turner County,"$1,628,494.00 ",
South Dakota,Union County,"$3,094,604.00 ",
South Dakota,Walworth County,"$1,055,685.00 ",
South Dakota,Yankton County,"$4,431,352.00 ",
South Dakota,Ziebach County,"$535,321.00 ",
Tennessee,Anderson County,"$14,952,074.00 ",
Tennessee,Bedford County,"$9,656,167.00 ",
Tennessee,Benton County,"$3,138,891.00 ",
Tennessee,Bledsoe County,"$2,926,005.00 ",
Tennessee,Blount County,"$25,850,784.00 ",
Tennessee,Bradley County,"$20,999,100.00 ",
Tennessee,Campbell County,"$7,738,841.00 ",
Tennessee,Cannon County,"$2,851,029.00 ",
Tennessee,Carroll County,"$5,393,414.00 ",
Tennessee,Carter County,"$10,953,291.00 ",
Tennessee,Cheatham County,"$7,899,088.00 ",
Tennessee,Chester County,"$3,359,739.00 ",
Tennessee,Claiborne County,"$6,207,661.00 ",
Tennessee,Clay County,"$1,479,124.00 ",
Tennessee,Cocke County,"$6,993,355.00 ",
Tennessee,Coffee County,"$10,978,347.00 ",
Tennessee,Crockett County,"$2,764,011.00 ",
Tennessee,Cumberland County,"$11,755,301.00 ",
Tennessee,Davidson County,"$134,829,335.00 ",
Tennessee,DeKalb County,"$3,979,942.00 ",
Tennessee,Decatur County,"$2,265,401.00 ",
Tennessee,Dickson County,"$10,478,767.00 ",
Tennessee,Dyer County,"$7,217,700.00 ",
Tennessee,Fayette County,"$7,989,603.00 ",
Tennessee,Fentress County,"$3,597,876.00 ",
Tennessee,Franklin County,"$8,198,409.00 ",
Tennessee,Gibson County,"$9,543,509.00 ",
Tennessee,Giles County,"$5,723,037.00 ",
Tennessee,Grainger County,"$4,529,637.00 ",
Tennessee,Greene County,"$13,415,844.00 ",
Tennessee,Grundy County,"$2,608,037.00 ",
Tennessee,Hamblen County,"$12,612,668.00 ",
Tennessee,Hamilton County,"$71,441,615.00 ",
Tennessee,Hancock County,"$1,285,857.00 ",
Tennessee,Hardeman County,"$4,865,669.00 ",
Tennessee,Hardin County,"$4,982,600.00 ",
Tennessee,Hawkins County,"$11,030,015.00 ",
Tennessee,Haywood County,"$3,361,099.00 ",
Tennessee,Henderson County,"$5,461,398.00 ",
Tennessee,Henry County,"$6,282,637.00 ",
Tennessee,Hickman County,"$4,890,531.00 ",
Tennessee,Houston County,"$1,592,948.00 ",
Tennessee,Humphreys County,"$3,609,336.00 ",
Tennessee,Jackson County,"$2,289,292.00 ",
Tennessee,Jefferson County,"$10,585,015.00 ",
Tennessee,Johnson County,"$3,455,110.00 ",
Tennessee,Knox County,"$91,352,787.00 ",
Tennessee,Lake County,"$1,362,776.00 ",
Tennessee,Lauderdale County,"$4,978,910.00 ",
Tennessee,Lawrence County,"$8,574,066.00 ",
Tennessee,Lewis County,"$2,382,915.00 ",
Tennessee,Lincoln County,"$6,675,193.00 ",
Tennessee,Loudon County,"$10,502,075.00 ",
Tennessee,Macon County,"$4,778,650.00 ",
Tennessee,Madison County,"$19,032,243.00 ",
Tennessee,Marion County,"$5,614,846.00 ",
Tennessee,Marshall County,"$6,676,941.00 ",
Tennessee,Maury County,"$18,722,045.00 ",
Tennessee,McMinn County,"$10,448,854.00 ",
Tennessee,McNairy County,"$4,990,758.00 ",
Tennessee,Meigs County,"$2,412,828.00 ",
Tennessee,Monroe County,"$9,040,821.00 ",
Tennessee,Montgomery County,"$40,594,440.00 ",
Tennessee,Moore County,"$1,260,218.00 ",
Tennessee,Morgan County,"$4,157,282.00 ",
Tennessee,Obion County,"$5,840,551.00 ",
Tennessee,Overton County,"$4,320,054.00 ",
Tennessee,Perry County,"$1,568,668.00 ",
Tennessee,Pickett County,"$980,515.00 ",
Tennessee,Polk County,"$3,269,419.00 ",
Tennessee,Putnam County,"$15,586,651.00 ",
Tennessee,Rhea County,"$6,442,301.00 ",
Tennessee,Roane County,"$10,368,828.00 ",
Tennessee,Robertson County,"$13,948,833.00 ",
Tennessee,Rutherford County,"$64,542,466.00 ",
Tennessee,Scott County,"$4,286,450.00 ",
Tennessee,Sequatchie County,"$2,918,624.00 ",
Tennessee,Sevier County,"$19,083,911.00 ",
Tennessee,Shelby County,"$182,033,509.00 ",
Tennessee,Smith County,"$3,915,261.00 ",
Tennessee,Stewart County,"$2,663,978.00 ",
Tennessee,Sullivan County,"$30,757,243.00 ",
Tennessee,Sumner County,"$37,154,480.00 ",
Tennessee,Tipton County,"$11,964,884.00 ",
Tennessee,Trousdale County,"$2,191,785.00 ",
Tennessee,Unicoi County,"$3,473,563.00 ",
Tennessee,Union County,"$3,879,327.00 ",
Tennessee,Van Buren County,"$1,140,567.00 ",
Tennessee,Warren County,"$8,017,573.00 ",
Tennessee,Washington County,"$25,129,577.00 ",
Tennessee,Wayne County,"$3,238,535.00 ",
Tennessee,Weakley County,"$6,473,573.00 ",
Tennessee,White County,"$5,311,446.00 ",
Tennessee,Williamson County,"$46,308,736.00 ",
Tennessee,Wilson County,"$28,097,926.00 ",
Texas,Anderson County,"$11,214,347.00 ",
Texas,Andrews County,"$3,633,227.00 ",
Texas,Angelina County,"$16,843,372.00 ",
Texas,Aransas County,"$4,566,542.00 ",
Texas,Archer County,"$1,661,320.00 ",
Texas,Armstrong County,"$366,528.00 ",
Texas,Atascosa County,"$9,935,871.00 ",
Texas,Austin County,"$5,833,364.00 ",
Texas,Bailey County,"$1,359,668.00 ",
Texas,Bandera County,"$4,489,235.00 ",
Texas,Bastrop County,"$17,233,403.00 ",
Texas,Baylor County,"$681,582.00 ",
Texas,Bee County,"$6,325,369.00 ",
Texas,Bell County,"$70,493,732.00 ",
Texas,Bexar County,"$389,166,877.00 ",
Texas,Blanco County,"$2,317,457.00 ",
Texas,Borden County,"$127,032.00 ",
Texas,Bosque County,"$3,629,342.00 ",
Texas,Bowie County,"$18,111,748.00 ",
Texas,Brazoria County,"$72,696,394.00 ",
Texas,Brazos County,"$44,521,550.00 ",
Texas,Brewster County,"$1,787,575.00 ",
Texas,Briscoe County,"$300,292.00 ",
Texas,Brooks County,"$1,377,732.00 ",
Texas,Brown County,"$7,354,638.00 ",
Texas,Burleson County,"$3,582,337.00 ",
Texas,Burnet County,"$9,353,544.00 ",
Texas,Caldwell County,"$8,481,220.00 ",
Texas,Calhoun County,"$4,135,333.00 ",
Texas,Callahan County,"$2,708,264.00 ",
Texas,Cameron County,"$82,194,452.00 ",
Texas,Camp County,"$2,543,356.00 ",
Texas,Carson County,"$1,151,056.00 ",
Texas,Cass County,"$5,832,199.00 ",
Texas,Castro County,"$1,462,614.00 ",
Texas,Chambers County,"$8,514,823.00 ",
Texas,Cherokee County,"$10,225,868.00 ",
Texas,Childress County,"$1,419,105.00 ",
Texas,Clay County,"$2,033,869.00 ",
Texas,Cochran County,"$554,162.00 ",
Texas,Coke County,"$657,885.00 ",
Texas,Coleman County,"$1,587,898.00 ",
Texas,Collin County,"$200,984,172.00 ",
Texas,Collingsworth County,"$567,176.00 ",
Texas,Colorado County,"$4,174,763.00 ",
Texas,Comal County,"$30,341,767.00 ",
Texas,Comanche County,"$2,648,439.00 ",
Texas,Concho County,"$529,494.00 ",
Texas,Cooke County,"$8,013,689.00 ",
Texas,Coryell County,"$14,752,591.00 ",
Texas,Cottle County,"$271,545.00 ",
Texas,Crane County,"$931,761.00 ",
Texas,Crockett County,"$672,841.00 ",
Texas,Crosby County,"$1,114,345.00 ",
Texas,Culberson County,"$421,691.00 ",
Texas,Dallam County,"$1,415,414.00 ",
Texas,Dallas County,"$511,918,088.00 ",
Texas,Dawson County,"$2,472,265.00 ",
Texas,DeWitt County,"$3,915,844.00 ",
Texas,Deaf Smith County,"$3,602,343.00 ",
Texas,Delta County,"$1,035,484.00 ",
Texas,Denton County,"$172,329,559.00 ",
Texas,Dickens County,"$429,461.00 ",
Texas,Dimmit County,"$1,966,468.00 ",
Texas,Donley County,"$636,713.00 ",
Texas,Duval County,"$2,167,116.00 ",
Texas,Eastland County,"$3,566,215.00 ",
Texas,Ector County,"$32,286,869.00 ",
Texas,Edwards County,"$375,268.00 ",
Texas,El Paso County,"$163,012,143.00 ",
Texas,Ellis County,"$35,900,284.00 ",
Texas,Erath County,"$8,293,586.00 ",
Texas,Falls County,"$3,359,739.00 ",
Texas,Fannin County,"$6,898,178.00 ",
Texas,Fayette County,"$4,923,163.00 ",
Texas,Fisher County,"$743,933.00 ",
Texas,Floyd County,"$1,109,489.00 ",
Texas,Foard County,"$224,345.00 ",
Texas,Fort Bend County,"$157,660,879.00 ",
Texas,Franklin County,"$2,083,206.00 ",
Texas,Freestone County,"$3,829,796.00 ",
Texas,Frio County,"$3,944,202.00 ",
Texas,Gaines County,"$4,174,569.00 ",
Texas,Galveston County,"$66,456,490.00 ",
Texas,Garza County,"$1,209,910.00 ",
Texas,Gillespie County,"$5,242,103.00 ",
Texas,Glasscock County,"$273,682.00 ",
Texas,Goliad County,"$1,487,477.00 ",
Texas,Gonzales County,"$4,047,343.00 ",
Texas,Gray County,"$4,251,099.00 ",
Texas,Grayson County,"$26,457,584.00 ",
Texas,Gregg County,"$24,074,863.00 ",
Texas,Grimes County,"$5,609,601.00 ",
Texas,Guadalupe County,"$32,408,074.00 ",
Texas,Hale County,"$6,488,724.00 ",
Texas,Hall County,"$575,722.00 ",
Texas,Hamilton County,"$1,643,450.00 ",
Texas,Hansford County,"$1,048,692.00 ",
Texas,Hardeman County,"$763,939.00 ",
Texas,Hardin County,"$11,188,513.00 ",
Texas,Harris County,"$915,508,128.00 ",
Texas,Harrison County,"$12,927,140.00 ",
Texas,Hartley County,"$1,083,073.00 ",
Texas,Haskell County,"$1,099,000.00 ",
Texas,Hays County,"$44,711,903.00 ",
Texas,Hemphill County,"$741,796.00 ",
Texas,Henderson County,"$16,070,692.00 ",
Texas,Hidalgo County,"$212,973,405.00 ",
Texas,Hill County,"$7,118,639.00 ",
Texas,Hockley County,"$4,471,559.00 ",
Texas,Hood County,"$11,973,430.00 ",
Texas,Hopkins County,"$7,203,132.00 ",
Texas,Houston County,"$4,461,265.00 ",
Texas,Howard County,"$7,121,552.00 ",
Texas,Hudspeth County,"$949,048.00 ",
Texas,Hunt County,"$19,150,729.00 ",
Texas,Hutchinson County,"$4,066,961.00 ",
Texas,Irion County,"$298,350.00 ",
Texas,Jack County,"$1,735,519.00 ",
Texas,Jackson County,"$2,866,957.00 ",
Texas,Jasper County,"$6,901,092.00 ",
Texas,Jeff Davis County,"$441,698.00 ",
Texas,Jefferson County,"$48,863,552.00 ",
Texas,Jim Hogg County,"$1,010,039.00 ",
Texas,Jim Wells County,"$7,863,154.00 ",
Texas,Johnson County,"$34,150,391.00 ",
Texas,Jones County,"$3,900,887.00 ",
Texas,Karnes County,"$3,030,311.00 ",
Texas,Kaufman County,"$26,446,318.00 ",
Texas,Kendall County,"$9,212,916.00 ",
Texas,Kenedy County,"$78,472.00 ",
Texas,Kent County,"$148,010.00 ",
Texas,Kerr County,"$10,216,933.00 ",
Texas,Kimble County,"$842,411.00 ",
Texas,King County,"$52,833.00 ",
Texas,Kinney County,"$712,272.00 ",
Texas,Kleberg County,"$5,959,230.00 ",
Texas,Knox County,"$711,689.00 ",
Texas,La Salle County,"$1,460,672.00 ",
Texas,Lamar County,"$9,684,526.00 ",
Texas,Lamb County,"$2,504,314.00 ",
Texas,Lampasas County,"$4,162,138.00 ",
Texas,Lavaca County,"$3,914,678.00 ",
Texas,Lee County,"$3,348,474.00 ",
Texas,Leon County,"$3,380,523.00 ",
Texas,Liberty County,"$17,135,507.00 ",
Texas,Limestone County,"$4,552,362.00 ",
Texas,Lipscomb County,"$627,972.00 ",
Texas,Live Oak County,"$2,371,067.00 ",
Texas,Llano County,"$4,233,423.00 ",
Texas,Loving County,"$32,826.00 ",
Texas,Lubbock County,"$60,324,387.00 ",
Texas,Lynn County,"$1,155,912.00 ",
Texas,Madison County,"$2,774,500.00 ",
Texas,Marion County,"$1,914,024.00 ",
Texas,Martin County,"$1,120,949.00 ",
Texas,Mason County,"$830,174.00 ",
Texas,Matagorda County,"$7,117,473.00 ",
Texas,Maverick County,"$11,406,060.00 ",
Texas,McCulloch County,"$1,550,798.00 ",
Texas,McLennan County,"$49,846,009.00 ",
Texas,McMullen County,"$144,319.00 ",
Texas,Medina County,"$10,019,587.00 ",
Texas,Menard County,"$415,281.00 ",
Texas,Midland County,"$34,347,543.00 ",
Texas,Milam County,"$4,821,577.00 ",
Texas,Mills County,"$946,523.00 ",
Texas,Mitchell County,"$1,659,766.00 ",
Texas,Montague County,"$3,849,414.00 ",
Texas,Montgomery County,"$117,978,581.00 ",
Texas,Moore County,"$4,067,350.00 ",
Texas,Morris County,"$2,406,224.00 ",
Texas,Motley County,"$233,086.00 ",
Texas,Nacogdoches County,"$12,665,113.00 ",
Texas,Navarro County,"$9,733,863.00 ",
Texas,Newton County,"$2,640,669.00 ",
Texas,Nolan County,"$2,858,022.00 ",
Texas,Nueces County,"$70,371,362.00 ",
Texas,Ochiltree County,"$1,910,528.00 ",
Texas,Oldham County,"$410,231.00 ",
Texas,Orange County,"$16,198,695.00 ",
Texas,Palo Pinto County,"$5,669,621.00 ",
Texas,Panola County,"$4,505,163.00 ",
Texas,Parker County,"$27,752,377.00 ",
Texas,Parmer County,"$1,865,659.00 ",
Texas,Pecos County,"$3,073,432.00 ",
Texas,Polk County,"$9,974,718.00 ",
Texas,Potter County,"$22,806,487.00 ",
Texas,Presidio County,"$1,302,173.00 ",
Texas,Rains County,"$2,430,698.00 ",
Texas,Randall County,"$26,749,136.00 ",
Texas,Reagan County,"$747,623.00 ",
Texas,Real County,"$670,511.00 ",
Texas,Red River County,"$2,335,327.00 ",
Texas,Reeves County,"$3,103,151.00 ",
Texas,Refugio County,"$1,349,568.00 ",
Texas,Roberts County,"$165,879.00 ",
Texas,Robertson County,"$3,316,424.00 ",
Texas,Rockwall County,"$20,378,509.00 ",
Texas,Runnels County,"$1,993,662.00 ",
Texas,Rusk County,"$10,567,728.00 ",
Texas,Sabine County,"$2,047,660.00 ",
Texas,San Augustine County,"$1,599,941.00 ",
Texas,San Jacinto County,"$5,605,522.00 ",
Texas,San Patricio County,"$12,961,520.00 ",
Texas,San Saba County,"$1,176,113.00 ",
Texas,Schleicher County,"$542,508.00 ",
Texas,Scurry County,"$3,244,362.00 ",
Texas,Shackelford County,"$634,188.00 ",
Texas,Shelby County,"$4,909,178.00 ",
Texas,Sherman County,"$586,988.00 ",
Texas,Smith County,"$45,209,153.00 ",
Texas,Somervell County,"$1,773,007.00 ",
Texas,Starr County,"$12,554,203.00 ",
Texas,Stephens County,"$1,819,236.00 ",
Texas,Sterling County,"$250,762.00 ",
Texas,Stonewall County,"$262,222.00 ",
Texas,Sutton County,"$733,444.00 ",
Texas,Swisher County,"$1,436,781.00 ",
Texas,Tarrant County,"$408,388,891.00 ",
Texas,Taylor County,"$26,811,486.00 ",
Texas,Terrell County,"$150,729.00 ",
Texas,Terry County,"$2,396,318.00 ",
Texas,Throckmorton County,"$291,552.00 ",
Texas,Titus County,"$6,361,304.00 ",
Texas,Tom Green County,"$23,153,203.00 ",
Texas,Travis County,"$247,450,630.00 ",
Texas,Trinity County,"$2,845,785.00 ",
Texas,Tyler County,"$4,209,532.00 ",
Texas,Upshur County,"$8,110,031.00 ",
Texas,Upton County,"$710,329.00 ",
Texas,Uvalde County,"$5,194,126.00 ",
Texas,Val Verde County,"$9,522,532.00 ",
Texas,Van Zandt County,"$10,991,944.00 ",
Texas,Victoria County,"$17,886,237.00 ",
Texas,Walker County,"$14,173,761.00 ",
Texas,Waller County,"$10,730,888.00 ",
Texas,Ward County,"$2,330,471.00 ",
Texas,Washington County,"$6,969,658.00 ",
Texas,Webb County,"$53,736,408.00 ",
Texas,Wharton County,"$8,071,766.00 ",
Texas,Wheeler County,"$982,069.00 ",
Texas,Wichita County,"$25,684,127.00 ",
Texas,Wilbarger County,"$2,480,229.00 ",
Texas,Willacy County,"$4,148,541.00 ",
Texas,Williamson County,"$114,707,609.00 ",
Texas,Wilson County,"$9,919,749.00 ",
Texas,Winkler County,"$1,555,849.00 ",
Texas,Wise County,"$13,593,572.00 ",
Texas,Wood County,"$8,845,417.00 ",
Texas,Yoakum County,"$1,692,398.00 ",
Texas,Young County,"$3,498,231.00 ",
Texas,Zapata County,"$2,754,105.00 ",
